source synth/list_parts.tcl
# puts [format "%-24s %-14s %-8s %s" PART PACKAGE SPEED DEVICE]
PART                     PACKAGE        SPEED    DEVICE
# foreach part [lsort [get_parts]] {
#     set pkg    [get_property PACKAGE     [get_parts $part]]
#     set speed  [get_property SPEED       [get_parts $part]]
#     set device [get_property DEVICE      [get_parts $part]]
#     puts [format "%-24s %-14s %-8s %s" $part $pkg $speed $device]
# }
xczu29dr-ffvf1760-1-e    ffvf1760       -1       xczu29dr
xczu29dr-ffvf1760-1-i    ffvf1760       -1       xczu29dr
xczu29dr-ffvf1760-1L-i   ffvf1760       -1L      xczu29dr
xczu29dr-ffvf1760-1LV-i  ffvf1760       -1LV     xczu29dr
xczu29dr-ffvf1760-2-e    ffvf1760       -2       xczu29dr
xczu29dr-ffvf1760-2-i    ffvf1760       -2       xczu29dr
xczu29dr-ffvf1760-2L-e   ffvf1760       -2L      xczu29dr
xczu29dr-ffvf1760-2LV-e  ffvf1760       -2LV     xczu29dr
xczu29dr-ffvf1760-2LVI-i ffvf1760       -2LVI    xczu29dr
xczu29dr-fsvf1760-1-e    fsvf1760       -1       xczu29dr
xczu29dr-fsvf1760-1-i    fsvf1760       -1       xczu29dr
xczu29dr-fsvf1760-1L-i   fsvf1760       -1L      xczu29dr
xczu29dr-fsvf1760-1LV-i  fsvf1760       -1LV     xczu29dr
xczu29dr-fsvf1760-2-e    fsvf1760       -2       xczu29dr
xczu29dr-fsvf1760-2-i    fsvf1760       -2       xczu29dr
xczu29dr-fsvf1760-2L-e   fsvf1760       -2L      xczu29dr
xczu29dr-fsvf1760-2LV-e  fsvf1760       -2LV     xczu29dr
xczu29dr-fsvf1760-2LVI-i fsvf1760       -2LVI    xczu29dr
xczu2cg-sbva484-1-e      sbva484        -1       xczu2cg
xczu2cg-sbva484-1-i      sbva484        -1       xczu2cg
xczu2cg-sbva484-1L-i     sbva484        -1L      xczu2cg
xczu2cg-sbva484-1LV-i    sbva484        -1LV     xczu2cg
xczu2cg-sbva484-2-e      sbva484        -2       xczu2cg
xczu2cg-sbva484-2-i      sbva484        -2       xczu2cg
xczu2cg-sbva484-2L-e     sbva484        -2L      xczu2cg
xczu2cg-sbva484-2LV-e    sbva484        -2LV     xczu2cg
xczu2cg-sfva625-1-e      sfva625        -1       xczu2cg
xczu2cg-sfva625-1-i      sfva625        -1       xczu2cg
xczu2cg-sfva625-1L-i     sfva625        -1L      xczu2cg
xczu2cg-sfva625-1LV-i    sfva625        -1LV     xczu2cg
xczu2cg-sfva625-2-e      sfva625        -2       xczu2cg
xczu2cg-sfva625-2-i      sfva625        -2       xczu2cg
xczu2cg-sfva625-2L-e     sfva625        -2L      xczu2cg
xczu2cg-sfva625-2LV-e    sfva625        -2LV     xczu2cg
xczu2cg-sfvc784-1-e      sfvc784        -1       xczu2cg
xczu2cg-sfvc784-1-i      sfvc784        -1       xczu2cg
xczu2cg-sfvc784-1L-i     sfvc784        -1L      xczu2cg
xczu2cg-sfvc784-1LV-i    sfvc784        -1LV     xczu2cg
xczu2cg-sfvc784-2-e      sfvc784        -2       xczu2cg
xczu2cg-sfvc784-2-i      sfvc784        -2       xczu2cg
xczu2cg-sfvc784-2L-e     sfvc784        -2L      xczu2cg
xczu2cg-sfvc784-2LV-e    sfvc784        -2LV     xczu2cg
xczu2cg-ubva530-1-e      ubva530        -1       xczu2cg
xczu2cg-ubva530-1-i      ubva530        -1       xczu2cg
xczu2cg-ubva530-1L-i     ubva530        -1L      xczu2cg
xczu2cg-ubva530-1LV-i    ubva530        -1LV     xczu2cg
xczu2cg-ubva530-2-e      ubva530        -2       xczu2cg
xczu2cg-ubva530-2-i      ubva530        -2       xczu2cg
xczu2cg-ubva530-2L-e     ubva530        -2L      xczu2cg
xczu2cg-ubva530-2LV-e    ubva530        -2LV     xczu2cg
xczu2eg-sbva484-1-e      sbva484        -1       xczu2eg
xczu2eg-sbva484-1-i      sbva484        -1       xczu2eg
xczu2eg-sbva484-1L-i     sbva484        -1L      xczu2eg
xczu2eg-sbva484-1LV-i    sbva484        -1LV     xczu2eg
xczu2eg-sbva484-2-e      sbva484        -2       xczu2eg
xczu2eg-sbva484-2-i      sbva484        -2       xczu2eg
xczu2eg-sbva484-2L-e     sbva484        -2L      xczu2eg
xczu2eg-sbva484-2LV-e    sbva484        -2LV     xczu2eg
xczu2eg-sfva625-1-e      sfva625        -1       xczu2eg
xczu2eg-sfva625-1-i      sfva625        -1       xczu2eg
xczu2eg-sfva625-1L-i     sfva625        -1L      xczu2eg
xczu2eg-sfva625-1LV-i    sfva625        -1LV     xczu2eg
xczu2eg-sfva625-2-e      sfva625        -2       xczu2eg
xczu2eg-sfva625-2-i      sfva625        -2       xczu2eg
xczu2eg-sfva625-2L-e     sfva625        -2L      xczu2eg
xczu2eg-sfva625-2LV-e    sfva625        -2LV     xczu2eg
xczu2eg-sfvc784-1-e      sfvc784        -1       xczu2eg
xczu2eg-sfvc784-1-i      sfvc784        -1       xczu2eg
xczu2eg-sfvc784-1L-i     sfvc784        -1L      xczu2eg
xczu2eg-sfvc784-1LV-i    sfvc784        -1LV     xczu2eg
xczu2eg-sfvc784-2-e      sfvc784        -2       xczu2eg
xczu2eg-sfvc784-2-i      sfvc784        -2       xczu2eg
xczu2eg-sfvc784-2L-e     sfvc784        -2L      xczu2eg
xczu2eg-sfvc784-2LV-e    sfvc784        -2LV     xczu2eg
xczu2eg-ubva530-1-e      ubva530        -1       xczu2eg
xczu2eg-ubva530-1-i      ubva530        -1       xczu2eg
xczu2eg-ubva530-1L-i     ubva530        -1L      xczu2eg
xczu2eg-ubva530-1LV-i    ubva530        -1LV     xczu2eg
xczu2eg-ubva530-2-e      ubva530        -2       xczu2eg
xczu2eg-ubva530-2-i      ubva530        -2       xczu2eg
xczu2eg-ubva530-2L-e     ubva530        -2L      xczu2eg
xczu2eg-ubva530-2LV-e    ubva530        -2LV     xczu2eg
xczu39dr-ffvf1760-2-i    ffvf1760       -2       xczu39dr
xczu39dr-ffvf1760-2LVI-i ffvf1760       -2LVI    xczu39dr
xczu39dr-fsvf1760-2-i    fsvf1760       -2       xczu39dr
xczu39dr-fsvf1760-2LVI-i fsvf1760       -2LVI    xczu39dr
xczu3cg-sbva484-1-e      sbva484        -1       xczu3cg
xczu3cg-sbva484-1-i      sbva484        -1       xczu3cg
xczu3cg-sbva484-1L-i     sbva484        -1L      xczu3cg
xczu3cg-sbva484-1LV-i    sbva484        -1LV     xczu3cg
xczu3cg-sbva484-2-e      sbva484        -2       xczu3cg
xczu3cg-sbva484-2-i      sbva484        -2       xczu3cg
xczu3cg-sbva484-2L-e     sbva484        -2L      xczu3cg
xczu3cg-sbva484-2LV-e    sbva484        -2LV     xczu3cg
xczu3cg-sfva625-1-e      sfva625        -1       xczu3cg
xczu3cg-sfva625-1-i      sfva625        -1       xczu3cg
xczu3cg-sfva625-1L-i     sfva625        -1L      xczu3cg
xczu3cg-sfva625-1LV-i    sfva625        -1LV     xczu3cg
xczu3cg-sfva625-2-e      sfva625        -2       xczu3cg
xczu3cg-sfva625-2-i      sfva625        -2       xczu3cg
xczu3cg-sfva625-2L-e     sfva625        -2L      xczu3cg
xczu3cg-sfva625-2LV-e    sfva625        -2LV     xczu3cg
xczu3cg-sfvc784-1-e      sfvc784        -1       xczu3cg
xczu3cg-sfvc784-1-i      sfvc784        -1       xczu3cg
xczu3cg-sfvc784-1L-i     sfvc784        -1L      xczu3cg
xczu3cg-sfvc784-1LV-i    sfvc784        -1LV     xczu3cg
xczu3cg-sfvc784-2-e      sfvc784        -2       xczu3cg
xczu3cg-sfvc784-2-i      sfvc784        -2       xczu3cg
xczu3cg-sfvc784-2L-e     sfvc784        -2L      xczu3cg
xczu3cg-sfvc784-2LV-e    sfvc784        -2LV     xczu3cg
xczu3cg-ubva530-1-e      ubva530        -1       xczu3cg
xczu3cg-ubva530-1-i      ubva530        -1       xczu3cg
xczu3cg-ubva530-1L-i     ubva530        -1L      xczu3cg
xczu3cg-ubva530-1LV-i    ubva530        -1LV     xczu3cg
xczu3cg-ubva530-2-e      ubva530        -2       xczu3cg
xczu3cg-ubva530-2-i      ubva530        -2       xczu3cg
xczu3cg-ubva530-2L-e     ubva530        -2L      xczu3cg
xczu3cg-ubva530-2LV-e    ubva530        -2LV     xczu3cg
xczu3eg-sbva484-1-e      sbva484        -1       xczu3eg
xczu3eg-sbva484-1-i      sbva484        -1       xczu3eg
xczu3eg-sbva484-1L-i     sbva484        -1L      xczu3eg
xczu3eg-sbva484-1LV-i    sbva484        -1LV     xczu3eg
xczu3eg-sbva484-2-e      sbva484        -2       xczu3eg
xczu3eg-sbva484-2-i      sbva484        -2       xczu3eg
xczu3eg-sbva484-2L-e     sbva484        -2L      xczu3eg
xczu3eg-sbva484-2LV-e    sbva484        -2LV     xczu3eg
xczu3eg-sfva625-1-e      sfva625        -1       xczu3eg
xczu3eg-sfva625-1-i      sfva625        -1       xczu3eg
xczu3eg-sfva625-1L-i     sfva625        -1L      xczu3eg
xczu3eg-sfva625-1LV-i    sfva625        -1LV     xczu3eg
xczu3eg-sfva625-2-e      sfva625        -2       xczu3eg
xczu3eg-sfva625-2-i      sfva625        -2       xczu3eg
xczu3eg-sfva625-2L-e     sfva625        -2L      xczu3eg
xczu3eg-sfva625-2LV-e    sfva625        -2LV     xczu3eg
xczu3eg-sfvc784-1-e      sfvc784        -1       xczu3eg
xczu3eg-sfvc784-1-i      sfvc784        -1       xczu3eg
xczu3eg-sfvc784-1L-i     sfvc784        -1L      xczu3eg
xczu3eg-sfvc784-1LV-i    sfvc784        -1LV     xczu3eg
xczu3eg-sfvc784-2-e      sfvc784        -2       xczu3eg
xczu3eg-sfvc784-2-i      sfvc784        -2       xczu3eg
xczu3eg-sfvc784-2L-e     sfvc784        -2L      xczu3eg
xczu3eg-sfvc784-2LV-e    sfvc784        -2LV     xczu3eg
xczu3eg-ubva530-1-e      ubva530        -1       xczu3eg
xczu3eg-ubva530-1-i      ubva530        -1       xczu3eg
xczu3eg-ubva530-1L-i     ubva530        -1L      xczu3eg
xczu3eg-ubva530-1LV-i    ubva530        -1LV     xczu3eg
xczu3eg-ubva530-2-e      ubva530        -2       xczu3eg
xczu3eg-ubva530-2-i      ubva530        -2       xczu3eg
xczu3eg-ubva530-2L-e     ubva530        -2L      xczu3eg
xczu3eg-ubva530-2LV-e    ubva530        -2LV     xczu3eg
xczu3tcg-sfvc784-1-e     sfvc784        -1       xczu3tcg
xczu3tcg-sfvc784-1-i     sfvc784        -1       xczu3tcg
xczu3tcg-sfvc784-1L-i    sfvc784        -1L      xczu3tcg
xczu3tcg-sfvc784-1LV-i   sfvc784        -1LV     xczu3tcg
xczu3tcg-sfvc784-2-e     sfvc784        -2       xczu3tcg
xczu3tcg-sfvc784-2-i     sfvc784        -2       xczu3tcg
xczu3tcg-sfvc784-2L-e    sfvc784        -2L      xczu3tcg
xczu3tcg-sfvc784-2LV-e   sfvc784        -2LV     xczu3tcg
xczu3tcg-sfvd784-1-e     sfvd784        -1       xczu3tcg
xczu3tcg-sfvd784-1-i     sfvd784        -1       xczu3tcg
xczu3tcg-sfvd784-1L-i    sfvd784        -1L      xczu3tcg
xczu3tcg-sfvd784-1LV-i   sfvd784        -1LV     xczu3tcg
xczu3tcg-sfvd784-2-e     sfvd784        -2       xczu3tcg
xczu3tcg-sfvd784-2-i     sfvd784        -2       xczu3tcg
xczu3tcg-sfvd784-2L-e    sfvd784        -2L      xczu3tcg
xczu3tcg-sfvd784-2LV-e   sfvd784        -2LV     xczu3tcg
xczu3teg-sfvc784-1-e     sfvc784        -1       xczu3teg
xczu3teg-sfvc784-1-i     sfvc784        -1       xczu3teg
xczu3teg-sfvc784-1L-i    sfvc784        -1L      xczu3teg
xczu3teg-sfvc784-1LV-i   sfvc784        -1LV     xczu3teg
xczu3teg-sfvc784-2-e     sfvc784        -2       xczu3teg
xczu3teg-sfvc784-2-i     sfvc784        -2       xczu3teg
xczu3teg-sfvc784-2L-e    sfvc784        -2L      xczu3teg
xczu3teg-sfvc784-2LV-e   sfvc784        -2LV     xczu3teg
xczu3teg-sfvd784-1-e     sfvd784        -1       xczu3teg
xczu3teg-sfvd784-1-i     sfvd784        -1       xczu3teg
xczu3teg-sfvd784-1L-i    sfvd784        -1L      xczu3teg
xczu3teg-sfvd784-1LV-i   sfvd784        -1LV     xczu3teg
xczu3teg-sfvd784-2-e     sfvd784        -2       xczu3teg
xczu3teg-sfvd784-2-i     sfvd784        -2       xczu3teg
xczu3teg-sfvd784-2L-e    sfvd784        -2L      xczu3teg
xczu3teg-sfvd784-2LV-e   sfvd784        -2LV     xczu3teg
xczu42dr-ffve1156-1-e    ffve1156       -1       xczu42dr
xczu42dr-ffve1156-1-i    ffve1156       -1       xczu42dr
xczu42dr-ffve1156-1LV-i  ffve1156       -1LV     xczu42dr
xczu42dr-ffve1156-2-e    ffve1156       -2       xczu42dr
xczu42dr-ffve1156-2-i    ffve1156       -2       xczu42dr
xczu42dr-ffve1156-2LVI-i ffve1156       -2LVI    xczu42dr
xczu42dr-fsve1156-1-e    fsve1156       -1       xczu42dr
xczu42dr-fsve1156-1-i    fsve1156       -1       xczu42dr
xczu42dr-fsve1156-1LV-i  fsve1156       -1LV     xczu42dr
xczu42dr-fsve1156-2-e    fsve1156       -2       xczu42dr
xczu42dr-fsve1156-2-i    fsve1156       -2       xczu42dr
xczu42dr-fsve1156-2LVI-i fsve1156       -2LVI    xczu42dr
xczu43dr-ffve1156-1-e    ffve1156       -1       xczu43dr
xczu43dr-ffve1156-1-i    ffve1156       -1       xczu43dr
xczu43dr-ffve1156-1LV-i  ffve1156       -1LV     xczu43dr
xczu43dr-ffve1156-2-e    ffve1156       -2       xczu43dr
xczu43dr-ffve1156-2-i    ffve1156       -2       xczu43dr
xczu43dr-ffve1156-2LVI-i ffve1156       -2LVI    xczu43dr
xczu43dr-ffvg1517-1-e    ffvg1517       -1       xczu43dr
xczu43dr-ffvg1517-1-i    ffvg1517       -1       xczu43dr
xczu43dr-ffvg1517-1LV-i  ffvg1517       -1LV     xczu43dr
xczu43dr-ffvg1517-2-e    ffvg1517       -2       xczu43dr
xczu43dr-ffvg1517-2-i    ffvg1517       -2       xczu43dr
xczu43dr-ffvg1517-2LVI-i ffvg1517       -2LVI    xczu43dr
xczu43dr-fsve1156-1-e    fsve1156       -1       xczu43dr
xczu43dr-fsve1156-1-i    fsve1156       -1       xczu43dr
xczu43dr-fsve1156-1LV-i  fsve1156       -1LV     xczu43dr
xczu43dr-fsve1156-2-e    fsve1156       -2       xczu43dr
xczu43dr-fsve1156-2-i    fsve1156       -2       xczu43dr
xczu43dr-fsve1156-2LVI-i fsve1156       -2LVI    xczu43dr
xczu43dr-fsvg1517-1-e    fsvg1517       -1       xczu43dr
xczu43dr-fsvg1517-1-i    fsvg1517       -1       xczu43dr
xczu43dr-fsvg1517-1LV-i  fsvg1517       -1LV     xczu43dr
xczu43dr-fsvg1517-2-e    fsvg1517       -2       xczu43dr
xczu43dr-fsvg1517-2-i    fsvg1517       -2       xczu43dr
xczu43dr-fsvg1517-2LVI-i fsvg1517       -2LVI    xczu43dr
xczu46dr-ffvh1760-1-e    ffvh1760       -1       xczu46dr
xczu46dr-ffvh1760-1-i    ffvh1760       -1       xczu46dr
xczu46dr-ffvh1760-1LV-i  ffvh1760       -1LV     xczu46dr
xczu46dr-ffvh1760-2-e    ffvh1760       -2       xczu46dr
xczu46dr-ffvh1760-2-i    ffvh1760       -2       xczu46dr
xczu46dr-ffvh1760-2LVI-i ffvh1760       -2LVI    xczu46dr
xczu46dr-fsvh1760-1-e    fsvh1760       -1       xczu46dr
xczu46dr-fsvh1760-1-i    fsvh1760       -1       xczu46dr
xczu46dr-fsvh1760-1LV-i  fsvh1760       -1LV     xczu46dr
xczu46dr-fsvh1760-2-e    fsvh1760       -2       xczu46dr
xczu46dr-fsvh1760-2-i    fsvh1760       -2       xczu46dr
xczu46dr-fsvh1760-2LVI-i fsvh1760       -2LVI    xczu46dr
xczu47dr-ffve1156-1-e    ffve1156       -1       xczu47dr
xczu47dr-ffve1156-1-i    ffve1156       -1       xczu47dr
xczu47dr-ffve1156-1LV-i  ffve1156       -1LV     xczu47dr
xczu47dr-ffve1156-2-e    ffve1156       -2       xczu47dr
xczu47dr-ffve1156-2-i    ffve1156       -2       xczu47dr
xczu47dr-ffve1156-2LVI-i ffve1156       -2LVI    xczu47dr
xczu47dr-ffvg1517-1-e    ffvg1517       -1       xczu47dr
xczu47dr-ffvg1517-1-i    ffvg1517       -1       xczu47dr
xczu47dr-ffvg1517-1LV-i  ffvg1517       -1LV     xczu47dr
xczu47dr-ffvg1517-2-e    ffvg1517       -2       xczu47dr
xczu47dr-ffvg1517-2-i    ffvg1517       -2       xczu47dr
xczu47dr-ffvg1517-2LVI-i ffvg1517       -2LVI    xczu47dr
xczu47dr-fsve1156-1-e    fsve1156       -1       xczu47dr
xczu47dr-fsve1156-1-i    fsve1156       -1       xczu47dr
xczu47dr-fsve1156-1LV-i  fsve1156       -1LV     xczu47dr
xczu47dr-fsve1156-2-e    fsve1156       -2       xczu47dr
xczu47dr-fsve1156-2-i    fsve1156       -2       xczu47dr
xczu47dr-fsve1156-2LVI-i fsve1156       -2LVI    xczu47dr
xczu47dr-fsvg1517-1-e    fsvg1517       -1       xczu47dr
xczu47dr-fsvg1517-1-i    fsvg1517       -1       xczu47dr
xczu47dr-fsvg1517-1LV-i  fsvg1517       -1LV     xczu47dr
xczu47dr-fsvg1517-2-e    fsvg1517       -2       xczu47dr
xczu47dr-fsvg1517-2-i    fsvg1517       -2       xczu47dr
xczu47dr-fsvg1517-2LVI-i fsvg1517       -2LVI    xczu47dr
xczu48dr-ffve1156-1-e    ffve1156       -1       xczu48dr
xczu48dr-ffve1156-1-i    ffve1156       -1       xczu48dr
xczu48dr-ffve1156-1LV-i  ffve1156       -1LV     xczu48dr
xczu48dr-ffve1156-2-e    ffve1156       -2       xczu48dr
xczu48dr-ffve1156-2-i    ffve1156       -2       xczu48dr
xczu48dr-ffve1156-2LVI-i ffve1156       -2LVI    xczu48dr
xczu48dr-ffvg1517-1-e    ffvg1517       -1       xczu48dr
xczu48dr-ffvg1517-1-i    ffvg1517       -1       xczu48dr
xczu48dr-ffvg1517-1LV-i  ffvg1517       -1LV     xczu48dr
xczu48dr-ffvg1517-2-e    ffvg1517       -2       xczu48dr
xczu48dr-ffvg1517-2-i    ffvg1517       -2       xczu48dr
xczu48dr-ffvg1517-2LVI-i ffvg1517       -2LVI    xczu48dr
xczu48dr-fsve1156-1-e    fsve1156       -1       xczu48dr
xczu48dr-fsve1156-1-i    fsve1156       -1       xczu48dr
xczu48dr-fsve1156-1LV-i  fsve1156       -1LV     xczu48dr
xczu48dr-fsve1156-2-e    fsve1156       -2       xczu48dr
xczu48dr-fsve1156-2-i    fsve1156       -2       xczu48dr
xczu48dr-fsve1156-2LVI-i fsve1156       -2LVI    xczu48dr
xczu48dr-fsvg1517-1-e    fsvg1517       -1       xczu48dr
xczu48dr-fsvg1517-1-i    fsvg1517       -1       xczu48dr
xczu48dr-fsvg1517-1LV-i  fsvg1517       -1LV     xczu48dr
xczu48dr-fsvg1517-2-e    fsvg1517       -2       xczu48dr
xczu48dr-fsvg1517-2-i    fsvg1517       -2       xczu48dr
xczu48dr-fsvg1517-2LVI-i fsvg1517       -2LVI    xczu48dr
xczu49dr-ffvf1760-1-e    ffvf1760       -1       xczu49dr
xczu49dr-ffvf1760-1-i    ffvf1760       -1       xczu49dr
xczu49dr-ffvf1760-1LV-i  ffvf1760       -1LV     xczu49dr
xczu49dr-ffvf1760-2-e    ffvf1760       -2       xczu49dr
xczu49dr-ffvf1760-2-i    ffvf1760       -2       xczu49dr
xczu49dr-ffvf1760-2LVI-i ffvf1760       -2LVI    xczu49dr
xczu49dr-fsvf1760-1-e    fsvf1760       -1       xczu49dr
xczu49dr-fsvf1760-1-i    fsvf1760       -1       xczu49dr
xczu49dr-fsvf1760-1LV-i  fsvf1760       -1LV     xczu49dr
xczu49dr-fsvf1760-2-e    fsvf1760       -2       xczu49dr
xczu49dr-fsvf1760-2-i    fsvf1760       -2       xczu49dr
xczu49dr-fsvf1760-2LVI-i fsvf1760       -2LVI    xczu49dr
xczu4cg-fbvb900-1-e      fbvb900        -1       xczu4cg
xczu4cg-fbvb900-1-i      fbvb900        -1       xczu4cg
xczu4cg-fbvb900-1L-i     fbvb900        -1L      xczu4cg
xczu4cg-fbvb900-1LV-i    fbvb900        -1LV     xczu4cg
xczu4cg-fbvb900-2-e      fbvb900        -2       xczu4cg
xczu4cg-fbvb900-2-i      fbvb900        -2       xczu4cg
xczu4cg-fbvb900-2L-e     fbvb900        -2L      xczu4cg
xczu4cg-fbvb900-2LV-e    fbvb900        -2LV     xczu4cg
xczu4cg-sfvc784-1-e      sfvc784        -1       xczu4cg
xczu4cg-sfvc784-1-i      sfvc784        -1       xczu4cg
xczu4cg-sfvc784-1L-i     sfvc784        -1L      xczu4cg
xczu4cg-sfvc784-1LV-i    sfvc784        -1LV     xczu4cg
xczu4cg-sfvc784-2-e      sfvc784        -2       xczu4cg
xczu4cg-sfvc784-2-i      sfvc784        -2       xczu4cg
xczu4cg-sfvc784-2L-e     sfvc784        -2L      xczu4cg
xczu4cg-sfvc784-2LV-e    sfvc784        -2LV     xczu4cg
xczu4cg-sfve784-1-e      sfve784        -1       xczu4cg
xczu4cg-sfve784-1-i      sfve784        -1       xczu4cg
xczu4cg-sfve784-1L-i     sfve784        -1L      xczu4cg
xczu4cg-sfve784-1LV-i    sfve784        -1LV     xczu4cg
xczu4cg-sfve784-2-e      sfve784        -2       xczu4cg
xczu4cg-sfve784-2-i      sfve784        -2       xczu4cg
xczu4cg-sfve784-2L-e     sfve784        -2L      xczu4cg
xczu4cg-sfve784-2LV-e    sfve784        -2LV     xczu4cg
xczu4eg-fbvb900-1-e      fbvb900        -1       xczu4eg
xczu4eg-fbvb900-1-i      fbvb900        -1       xczu4eg
xczu4eg-fbvb900-1L-i     fbvb900        -1L      xczu4eg
xczu4eg-fbvb900-1LV-i    fbvb900        -1LV     xczu4eg
xczu4eg-fbvb900-2-e      fbvb900        -2       xczu4eg
xczu4eg-fbvb900-2-i      fbvb900        -2       xczu4eg
xczu4eg-fbvb900-2L-e     fbvb900        -2L      xczu4eg
xczu4eg-fbvb900-2LV-e    fbvb900        -2LV     xczu4eg
xczu4eg-fbvb900-3-e      fbvb900        -3       xczu4eg
xczu4eg-sfvc784-1-e      sfvc784        -1       xczu4eg
xczu4eg-sfvc784-1-i      sfvc784        -1       xczu4eg
xczu4eg-sfvc784-1L-i     sfvc784        -1L      xczu4eg
xczu4eg-sfvc784-1LV-i    sfvc784        -1LV     xczu4eg
xczu4eg-sfvc784-2-e      sfvc784        -2       xczu4eg
xczu4eg-sfvc784-2-i      sfvc784        -2       xczu4eg
xczu4eg-sfvc784-2L-e     sfvc784        -2L      xczu4eg
xczu4eg-sfvc784-2LV-e    sfvc784        -2LV     xczu4eg
xczu4eg-sfvc784-3-e      sfvc784        -3       xczu4eg
xczu4eg-sfve784-1-e      sfve784        -1       xczu4eg
xczu4eg-sfve784-1-i      sfve784        -1       xczu4eg
xczu4eg-sfve784-1L-i     sfve784        -1L      xczu4eg
xczu4eg-sfve784-1LV-i    sfve784        -1LV     xczu4eg
xczu4eg-sfve784-2-e      sfve784        -2       xczu4eg
xczu4eg-sfve784-2-i      sfve784        -2       xczu4eg
xczu4eg-sfve784-2L-e     sfve784        -2L      xczu4eg
xczu4eg-sfve784-2LV-e    sfve784        -2LV     xczu4eg
xczu4ev-fbvb900-1-e      fbvb900        -1       xczu4ev
xczu4ev-fbvb900-1-i      fbvb900        -1       xczu4ev
xczu4ev-fbvb900-1L-i     fbvb900        -1L      xczu4ev
xczu4ev-fbvb900-1LV-i    fbvb900        -1LV     xczu4ev
xczu4ev-fbvb900-2-e      fbvb900        -2       xczu4ev
xczu4ev-fbvb900-2-i      fbvb900        -2       xczu4ev
xczu4ev-fbvb900-2L-e     fbvb900        -2L      xczu4ev
xczu4ev-fbvb900-2LV-e    fbvb900        -2LV     xczu4ev
xczu4ev-fbvb900-3-e      fbvb900        -3       xczu4ev
xczu4ev-sfvc784-1-e      sfvc784        -1       xczu4ev
xczu4ev-sfvc784-1-i      sfvc784        -1       xczu4ev
xczu4ev-sfvc784-1L-i     sfvc784        -1L      xczu4ev
xczu4ev-sfvc784-1LV-i    sfvc784        -1LV     xczu4ev
xczu4ev-sfvc784-2-e      sfvc784        -2       xczu4ev
xczu4ev-sfvc784-2-i      sfvc784        -2       xczu4ev
xczu4ev-sfvc784-2L-e     sfvc784        -2L      xczu4ev
xczu4ev-sfvc784-2LV-e    sfvc784        -2LV     xczu4ev
xczu4ev-sfvc784-3-e      sfvc784        -3       xczu4ev
xczu4ev-sfve784-1-e      sfve784        -1       xczu4ev
xczu4ev-sfve784-1-i      sfve784        -1       xczu4ev
xczu4ev-sfve784-1L-i     sfve784        -1L      xczu4ev
xczu4ev-sfve784-1LV-i    sfve784        -1LV     xczu4ev
xczu4ev-sfve784-2-e      sfve784        -2       xczu4ev
xczu4ev-sfve784-2-i      sfve784        -2       xczu4ev
xczu4ev-sfve784-2L-e     sfve784        -2L      xczu4ev
xczu4ev-sfve784-2LV-e    sfve784        -2LV     xczu4ev
xczu5cg-fbvb900-1-e      fbvb900        -1       xczu5cg
xczu5cg-fbvb900-1-i      fbvb900        -1       xczu5cg
xczu5cg-fbvb900-1L-i     fbvb900        -1L      xczu5cg
xczu5cg-fbvb900-1LV-i    fbvb900        -1LV     xczu5cg
xczu5cg-fbvb900-2-e      fbvb900        -2       xczu5cg
xczu5cg-fbvb900-2-i      fbvb900        -2       xczu5cg
xczu5cg-fbvb900-2L-e     fbvb900        -2L      xczu5cg
xczu5cg-fbvb900-2LV-e    fbvb900        -2LV     xczu5cg
xczu5cg-sfvc784-1-e      sfvc784        -1       xczu5cg
xczu5cg-sfvc784-1-i      sfvc784        -1       xczu5cg
xczu5cg-sfvc784-1L-i     sfvc784        -1L      xczu5cg
xczu5cg-sfvc784-1LV-i    sfvc784        -1LV     xczu5cg
xczu5cg-sfvc784-2-e      sfvc784        -2       xczu5cg
xczu5cg-sfvc784-2-i      sfvc784        -2       xczu5cg
xczu5cg-sfvc784-2L-e     sfvc784        -2L      xczu5cg
xczu5cg-sfvc784-2LV-e    sfvc784        -2LV     xczu5cg
xczu5cg-sfve784-1-e      sfve784        -1       xczu5cg
xczu5cg-sfve784-1-i      sfve784        -1       xczu5cg
xczu5cg-sfve784-1L-i     sfve784        -1L      xczu5cg
xczu5cg-sfve784-1LV-i    sfve784        -1LV     xczu5cg
xczu5cg-sfve784-2-e      sfve784        -2       xczu5cg
xczu5cg-sfve784-2-i      sfve784        -2       xczu5cg
xczu5cg-sfve784-2L-e     sfve784        -2L      xczu5cg
xczu5cg-sfve784-2LV-e    sfve784        -2LV     xczu5cg
xczu5eg-fbvb900-1-e      fbvb900        -1       xczu5eg
xczu5eg-fbvb900-1-i      fbvb900        -1       xczu5eg
xczu5eg-fbvb900-1L-i     fbvb900        -1L      xczu5eg
xczu5eg-fbvb900-1LV-i    fbvb900        -1LV     xczu5eg
xczu5eg-fbvb900-2-e      fbvb900        -2       xczu5eg
xczu5eg-fbvb900-2-i      fbvb900        -2       xczu5eg
xczu5eg-fbvb900-2L-e     fbvb900        -2L      xczu5eg
xczu5eg-fbvb900-2LV-e    fbvb900        -2LV     xczu5eg
xczu5eg-fbvb900-3-e      fbvb900        -3       xczu5eg
xczu5eg-sfvc784-1-e      sfvc784        -1       xczu5eg
xczu5eg-sfvc784-1-i      sfvc784        -1       xczu5eg
