source synth/list_parts.tcl
# puts [format "%-24s %-14s %-8s %s" PART PACKAGE SPEED DEVICE]
PART                     PACKAGE        SPEED    DEVICE
# foreach part [lsort [get_parts]] {
#     set pkg    [get_property PACKAGE     [get_parts $part]]
#     set speed  [get_property SPEED       [get_parts $part]]
#     set device [get_property DEVICE      [get_parts $part]]
#     puts [format "%-24s %-14s %-8s %s" $part $pkg $speed $device]
# }
xc7z045fbv676-1          fbv676         -1       xc7z045
xc7z045fbv676-2          fbv676         -2       xc7z045
xc7z045fbv676-3          fbv676         -3       xc7z045
xc7z045ffg676-1          ffg676         -1       xc7z045
xc7z045ffg676-2          ffg676         -2       xc7z045
xc7z045ffg676-3          ffg676         -3       xc7z045
xc7z045ffg900-1          ffg900         -1       xc7z045
xc7z045ffg900-2          ffg900         -2       xc7z045
xc7z045ffg900-3          ffg900         -3       xc7z045
xc7z045ffv676-1          ffv676         -1       xc7z045
xc7z045ffv676-2          ffv676         -2       xc7z045
xc7z045ffv676-3          ffv676         -3       xc7z045
xc7z045ffv900-1          ffv900         -1       xc7z045
xc7z045ffv900-2          ffv900         -2       xc7z045
xc7z045ffv900-3          ffv900         -3       xc7z045
xc7z045ifbg676-2L        fbg676         -2L      xc7z045i
xc7z045ifbv676-2L        fbv676         -2L      xc7z045i
xc7z045iffg676-2L        ffg676         -2L      xc7z045i
xc7z045iffg900-2L        ffg900         -2L      xc7z045i
xc7z045iffv676-2L        ffv676         -2L      xc7z045i
xc7z045iffv900-2L        ffv900         -2L      xc7z045i
xc7z100ffg1156-1         ffg1156        -1       xc7z100
xc7z100ffg1156-2         ffg1156        -2       xc7z100
xc7z100ffg900-1          ffg900         -1       xc7z100
xc7z100ffg900-2          ffg900         -2       xc7z100
xc7z100ffv1156-1         ffv1156        -1       xc7z100
xc7z100ffv1156-2         ffv1156        -2       xc7z100
xc7z100ffv900-1          ffv900         -1       xc7z100
xc7z100ffv900-2          ffv900         -2       xc7z100
xc7z100iffg1156-2L       ffg1156        -2L      xc7z100i
xc7z100iffg900-2L        ffg900         -2L      xc7z100i
xc7z100iffv1156-2L       ffv1156        -2L      xc7z100i
xc7z100iffv900-2L        ffv900         -2L      xc7z100i
xcau10p-ffvb676-1-e      ffvb676        -1       xcau10p
xcau10p-ffvb676-1-i      ffvb676        -1       xcau10p
xcau10p-ffvb676-1L-i     ffvb676        -1L      xcau10p
xcau10p-ffvb676-1LV-i    ffvb676        -1LV     xcau10p
xcau10p-ffvb676-2-e      ffvb676        -2       xcau10p
xcau10p-ffvb676-2-i      ffvb676        -2       xcau10p
xcau10p-sbvb484-1-e      sbvb484        -1       xcau10p
xcau10p-sbvb484-1-i      sbvb484        -1       xcau10p
xcau10p-sbvb484-1L-i     sbvb484        -1L      xcau10p
xcau10p-sbvb484-1LV-i    sbvb484        -1LV     xcau10p
xcau10p-sbvb484-2-e      sbvb484        -2       xcau10p
xcau10p-sbvb484-2-i      sbvb484        -2       xcau10p
xcau10p-ubva368-1-e      ubva368        -1       xcau10p
xcau10p-ubva368-1-i      ubva368        -1       xcau10p
xcau10p-ubva368-1L-i     ubva368        -1L      xcau10p
xcau10p-ubva368-1LV-i    ubva368        -1LV     xcau10p
xcau10p-ubva368-2-e      ubva368        -2       xcau10p
xcau10p-ubva368-2-i      ubva368        -2       xcau10p
xcau15p-ffvb676-1-e      ffvb676        -1       xcau15p
xcau15p-ffvb676-1-i      ffvb676        -1       xcau15p
xcau15p-ffvb676-1L-i     ffvb676        -1L      xcau15p
xcau15p-ffvb676-1LV-i    ffvb676        -1LV     xcau15p
xcau15p-ffvb676-2-e      ffvb676        -2       xcau15p
xcau15p-ffvb676-2-i      ffvb676        -2       xcau15p
xcau15p-sbvb484-1-e      sbvb484        -1       xcau15p
xcau15p-sbvb484-1-i      sbvb484        -1       xcau15p
xcau15p-sbvb484-1L-i     sbvb484        -1L      xcau15p
xcau15p-sbvb484-1LV-i    sbvb484        -1LV     xcau15p
xcau15p-sbvb484-2-e      sbvb484        -2       xcau15p
xcau15p-sbvb484-2-i      sbvb484        -2       xcau15p
xcau15p-ubva368-1-e      ubva368        -1       xcau15p
xcau15p-ubva368-1-i      ubva368        -1       xcau15p
xcau15p-ubva368-1L-i     ubva368        -1L      xcau15p
xcau15p-ubva368-1LV-i    ubva368        -1LV     xcau15p
xcau15p-ubva368-2-e      ubva368        -2       xcau15p
xcau15p-ubva368-2-i      ubva368        -2       xcau15p
xcau20p-ffvb676-1-e      ffvb676        -1       xcau20p
xcau20p-ffvb676-1-i      ffvb676        -1       xcau20p
xcau20p-ffvb676-1L-i     ffvb676        -1L      xcau20p
xcau20p-ffvb676-1LV-i    ffvb676        -1LV     xcau20p
xcau20p-ffvb676-2-e      ffvb676        -2       xcau20p
xcau20p-ffvb676-2-i      ffvb676        -2       xcau20p
xcau20p-sfvb784-1-e      sfvb784        -1       xcau20p
xcau20p-sfvb784-1-i      sfvb784        -1       xcau20p
xcau20p-sfvb784-1L-i     sfvb784        -1L      xcau20p
xcau20p-sfvb784-1LV-i    sfvb784        -1LV     xcau20p
xcau20p-sfvb784-2-e      sfvb784        -2       xcau20p
xcau20p-sfvb784-2-i      sfvb784        -2       xcau20p
xcau25p-ffvb676-1-e      ffvb676        -1       xcau25p
xcau25p-ffvb676-1-i      ffvb676        -1       xcau25p
xcau25p-ffvb676-1L-i     ffvb676        -1L      xcau25p
xcau25p-ffvb676-1LV-i    ffvb676        -1LV     xcau25p
xcau25p-ffvb676-2-e      ffvb676        -2       xcau25p
xcau25p-ffvb676-2-i      ffvb676        -2       xcau25p
xcau25p-sfvb784-1-e      sfvb784        -1       xcau25p
xcau25p-sfvb784-1-i      sfvb784        -1       xcau25p
xcau25p-sfvb784-1L-i     sfvb784        -1L      xcau25p
xcau25p-sfvb784-1LV-i    sfvb784        -1LV     xcau25p
xcau25p-sfvb784-2-e      sfvb784        -2       xcau25p
xcau25p-sfvb784-2-i      sfvb784        -2       xcau25p
xcau7p-fcva289-1-e       fcva289        -1       xcau7p
xcau7p-fcva289-1-i       fcva289        -1       xcau7p
xcau7p-fcva289-1L-i      fcva289        -1L      xcau7p
xcau7p-fcva289-1LV-i     fcva289        -1LV     xcau7p
xcau7p-fcva289-2-e       fcva289        -2       xcau7p
xcau7p-fcva289-2-i       fcva289        -2       xcau7p
xcau7p-sbvc484-1-e       sbvc484        -1       xcau7p
xcau7p-sbvc484-1-i       sbvc484        -1       xcau7p
xcau7p-sbvc484-1L-i      sbvc484        -1L      xcau7p
xcau7p-sbvc484-1LV-i     sbvc484        -1LV     xcau7p
xcau7p-sbvc484-2-e       sbvc484        -2       xcau7p
xcau7p-sbvc484-2-i       sbvc484        -2       xcau7p
xck24-ubva530-2LV-c      ubva530        -2LV     xck24
xck24-ubva530-2LVI-i     ubva530        -2LVI    xck24
xck26-sfvc784-2LV-c      sfvc784        -2LV     xck26
xck26-sfvc784-2LVI-i     sfvc784        -2LVI    xck26
xcku025-ffva1156-1-c     ffva1156       -1       xcku025
xcku025-ffva1156-1-i     ffva1156       -1       xcku025
xcku025-ffva1156-2-e     ffva1156       -2       xcku025
xcku025-ffva1156-2-i     ffva1156       -2       xcku025
xcku035-fbva676-1-c      fbva676        -1       xcku035
xcku035-fbva676-1-i      fbva676        -1       xcku035
xcku035-fbva676-1L-i     fbva676        -1L      xcku035
xcku035-fbva676-1LV-i    fbva676        -1LV     xcku035
xcku035-fbva676-2-e      fbva676        -2       xcku035
xcku035-fbva676-2-i      fbva676        -2       xcku035
xcku035-fbva676-3-e      fbva676        -3       xcku035
xcku035-fbva900-1-c      fbva900        -1       xcku035
xcku035-fbva900-1-i      fbva900        -1       xcku035
xcku035-fbva900-1L-i     fbva900        -1L      xcku035
xcku035-fbva900-1LV-i    fbva900        -1LV     xcku035
xcku035-fbva900-2-e      fbva900        -2       xcku035
xcku035-fbva900-2-i      fbva900        -2       xcku035
xcku035-fbva900-3-e      fbva900        -3       xcku035
xcku035-ffva1156-1-c     ffva1156       -1       xcku035
xcku035-ffva1156-1-i     ffva1156       -1       xcku035
xcku035-ffva1156-1L-i    ffva1156       -1L      xcku035
xcku035-ffva1156-1LV-i   ffva1156       -1LV     xcku035
xcku035-ffva1156-2-e     ffva1156       -2       xcku035
xcku035-ffva1156-2-i     ffva1156       -2       xcku035
xcku035-ffva1156-3-e     ffva1156       -3       xcku035
xcku035-sfva784-1-c      sfva784        -1       xcku035
xcku035-sfva784-1-i      sfva784        -1       xcku035
xcku035-sfva784-1L-i     sfva784        -1L      xcku035
xcku035-sfva784-1LV-i    sfva784        -1LV     xcku035
xcku035-sfva784-2-e      sfva784        -2       xcku035
xcku035-sfva784-2-i      sfva784        -2       xcku035
xcku035-sfva784-3-e      sfva784        -3       xcku035
xcku040-fbva676-1-c      fbva676        -1       xcku040
xcku040-fbva676-1-i      fbva676        -1       xcku040
xcku040-fbva676-1L-i     fbva676        -1L      xcku040
xcku040-fbva676-1LV-i    fbva676        -1LV     xcku040
xcku040-fbva676-2-e      fbva676        -2       xcku040
xcku040-fbva676-2-i      fbva676        -2       xcku040
xcku040-fbva676-3-e      fbva676        -3       xcku040
xcku040-fbva900-1-c      fbva900        -1       xcku040
xcku040-fbva900-1-i      fbva900        -1       xcku040
xcku040-fbva900-1L-i     fbva900        -1L      xcku040
xcku040-fbva900-1LV-i    fbva900        -1LV     xcku040
xcku040-fbva900-2-e      fbva900        -2       xcku040
xcku040-fbva900-2-i      fbva900        -2       xcku040
xcku040-fbva900-3-e      fbva900        -3       xcku040
xcku040-ffva1156-1-c     ffva1156       -1       xcku040
xcku040-ffva1156-1-i     ffva1156       -1       xcku040
xcku040-ffva1156-1L-i    ffva1156       -1L      xcku040
xcku040-ffva1156-1LV-i   ffva1156       -1LV     xcku040
xcku040-ffva1156-2-e     ffva1156       -2       xcku040
xcku040-ffva1156-2-i     ffva1156       -2       xcku040
xcku040-ffva1156-3-e     ffva1156       -3       xcku040
xcku040-sfva784-1-c      sfva784        -1       xcku040
xcku040-sfva784-1-i      sfva784        -1       xcku040
xcku040-sfva784-1L-i     sfva784        -1L      xcku040
xcku040-sfva784-1LV-i    sfva784        -1LV     xcku040
xcku040-sfva784-2-e      sfva784        -2       xcku040
xcku040-sfva784-2-i      sfva784        -2       xcku040
xcku040-sfva784-3-e      sfva784        -3       xcku040
xcku060-ffva1156-1-c     ffva1156       -1       xcku060
xcku060-ffva1156-1-i     ffva1156       -1       xcku060
xcku060-ffva1156-1L-i    ffva1156       -1L      xcku060
xcku060-ffva1156-1LV-i   ffva1156       -1LV     xcku060
xcku060-ffva1156-2-e     ffva1156       -2       xcku060
xcku060-ffva1156-2-i     ffva1156       -2       xcku060
xcku060-ffva1156-3-e     ffva1156       -3       xcku060
xcku060-ffva1517-1-c     ffva1517       -1       xcku060
xcku060-ffva1517-1-i     ffva1517       -1       xcku060
xcku060-ffva1517-1L-i    ffva1517       -1L      xcku060
xcku060-ffva1517-1LV-i   ffva1517       -1LV     xcku060
xcku060-ffva1517-2-e     ffva1517       -2       xcku060
xcku060-ffva1517-2-i     ffva1517       -2       xcku060
xcku060-ffva1517-3-e     ffva1517       -3       xcku060
xcku060_CIV-ffva1156-2-e ffva1156       -2       xcku060_CIV
xcku060_CIV-ffva1156-2-i ffva1156       -2       xcku060_CIV
xcku060_CIV-ffva1156-3-e ffva1156       -3       xcku060_CIV
xcku060_CIV-ffva1517-2-e ffva1517       -2       xcku060_CIV
xcku060_CIV-ffva1517-2-i ffva1517       -2       xcku060_CIV
xcku060_CIV-ffva1517-3-e ffva1517       -3       xcku060_CIV
xcku085-flva1517-1-c     flva1517       -1       xcku085
xcku085-flva1517-1-i     flva1517       -1       xcku085
xcku085-flva1517-1L-i    flva1517       -1L      xcku085
xcku085-flva1517-1LV-i   flva1517       -1LV     xcku085
xcku085-flva1517-2-e     flva1517       -2       xcku085
xcku085-flva1517-2-i     flva1517       -2       xcku085
xcku085-flva1517-3-e     flva1517       -3       xcku085
xcku085-flvb1760-1-c     flvb1760       -1       xcku085
xcku085-flvb1760-1-i     flvb1760       -1       xcku085
xcku085-flvb1760-1L-i    flvb1760       -1L      xcku085
xcku085-flvb1760-1LV-i   flvb1760       -1LV     xcku085
xcku085-flvb1760-2-e     flvb1760       -2       xcku085
xcku085-flvb1760-2-i     flvb1760       -2       xcku085
xcku085-flvb1760-3-e     flvb1760       -3       xcku085
xcku085-flvf1924-1-c     flvf1924       -1       xcku085
xcku085-flvf1924-1-i     flvf1924       -1       xcku085
xcku085-flvf1924-1L-i    flvf1924       -1L      xcku085
xcku085-flvf1924-1LV-i   flvf1924       -1LV     xcku085
xcku085-flvf1924-2-e     flvf1924       -2       xcku085
xcku085-flvf1924-2-i     flvf1924       -2       xcku085
xcku085-flvf1924-3-e     flvf1924       -3       xcku085
xcku085_CIV-flva1517-1-c flva1517       -1       xcku085_CIV
xcku085_CIV-flva1517-1-i flva1517       -1       xcku085_CIV
xcku085_CIV-flva1517-1L-i flva1517       -1L      xcku085_CIV
xcku085_CIV-flva1517-1LV-i flva1517       -1LV     xcku085_CIV
xcku085_CIV-flva1517-2-e flva1517       -2       xcku085_CIV
xcku085_CIV-flva1517-2-i flva1517       -2       xcku085_CIV
xcku085_CIV-flva1517-3-e flva1517       -3       xcku085_CIV
xcku085_CIV-flvb1760-1-c flvb1760       -1       xcku085_CIV
xcku085_CIV-flvb1760-1-i flvb1760       -1       xcku085_CIV
xcku085_CIV-flvb1760-1L-i flvb1760       -1L      xcku085_CIV
xcku085_CIV-flvb1760-1LV-i flvb1760       -1LV     xcku085_CIV
xcku085_CIV-flvb1760-2-e flvb1760       -2       xcku085_CIV
xcku085_CIV-flvb1760-2-i flvb1760       -2       xcku085_CIV
xcku085_CIV-flvb1760-3-e flvb1760       -3       xcku085_CIV
xcku085_CIV-flvf1924-1-c flvf1924       -1       xcku085_CIV
xcku085_CIV-flvf1924-1-i flvf1924       -1       xcku085_CIV
xcku085_CIV-flvf1924-1L-i flvf1924       -1L      xcku085_CIV
xcku085_CIV-flvf1924-1LV-i flvf1924       -1LV     xcku085_CIV
xcku085_CIV-flvf1924-2-e flvf1924       -2       xcku085_CIV
xcku085_CIV-flvf1924-2-i flvf1924       -2       xcku085_CIV
xcku085_CIV-flvf1924-3-e flvf1924       -3       xcku085_CIV
xcku095-ffva1156-1-c     ffva1156       -1       xcku095
xcku095-ffva1156-1-i     ffva1156       -1       xcku095
xcku095-ffva1156-2-e     ffva1156       -2       xcku095
xcku095-ffva1156-2-i     ffva1156       -2       xcku095
xcku095-ffvb1760-1-c     ffvb1760       -1       xcku095
xcku095-ffvb1760-1-i     ffvb1760       -1       xcku095
xcku095-ffvb1760-2-e     ffvb1760       -2       xcku095
xcku095-ffvb1760-2-i     ffvb1760       -2       xcku095
xcku095-ffvb2104-1-c     ffvb2104       -1       xcku095
xcku095-ffvb2104-1-i     ffvb2104       -1       xcku095
xcku095-ffvb2104-2-e     ffvb2104       -2       xcku095
xcku095-ffvb2104-2-i     ffvb2104       -2       xcku095
xcku095-ffvc1517-1-c     ffvc1517       -1       xcku095
xcku095-ffvc1517-1-i     ffvc1517       -1       xcku095
xcku095-ffvc1517-2-e     ffvc1517       -2       xcku095
xcku095-ffvc1517-2-i     ffvc1517       -2       xcku095
xcku095_CIV-ffva1156-1-c ffva1156       -1       xcku095_CIV
xcku095_CIV-ffva1156-1-i ffva1156       -1       xcku095_CIV
xcku095_CIV-ffva1156-2-e ffva1156       -2       xcku095_CIV
xcku095_CIV-ffva1156-2-i ffva1156       -2       xcku095_CIV
xcku095_CIV-ffvb1760-1-c ffvb1760       -1       xcku095_CIV
xcku095_CIV-ffvb1760-1-i ffvb1760       -1       xcku095_CIV
xcku095_CIV-ffvb1760-2-e ffvb1760       -2       xcku095_CIV
xcku095_CIV-ffvb1760-2-i ffvb1760       -2       xcku095_CIV
xcku095_CIV-ffvb2104-1-c ffvb2104       -1       xcku095_CIV
xcku095_CIV-ffvb2104-1-i ffvb2104       -1       xcku095_CIV
xcku095_CIV-ffvb2104-2-e ffvb2104       -2       xcku095_CIV
xcku095_CIV-ffvb2104-2-i ffvb2104       -2       xcku095_CIV
xcku095_CIV-ffvc1517-1-c ffvc1517       -1       xcku095_CIV
xcku095_CIV-ffvc1517-1-i ffvc1517       -1       xcku095_CIV
xcku095_CIV-ffvc1517-2-e ffvc1517       -2       xcku095_CIV
xcku095_CIV-ffvc1517-2-i ffvc1517       -2       xcku095_CIV
xcku115-flva1517-1-c     flva1517       -1       xcku115
xcku115-flva1517-1-i     flva1517       -1       xcku115
xcku115-flva1517-1L-i    flva1517       -1L      xcku115
xcku115-flva1517-1LV-i   flva1517       -1LV     xcku115
xcku115-flva1517-2-e     flva1517       -2       xcku115
xcku115-flva1517-2-i     flva1517       -2       xcku115
xcku115-flva1517-3-e     flva1517       -3       xcku115
xcku115-flva2104-1-c     flva2104       -1       xcku115
xcku115-flva2104-1-i     flva2104       -1       xcku115
xcku115-flva2104-1L-i    flva2104       -1L      xcku115
xcku115-flva2104-1LV-i   flva2104       -1LV     xcku115
xcku115-flva2104-2-e     flva2104       -2       xcku115
xcku115-flva2104-2-i     flva2104       -2       xcku115
xcku115-flva2104-3-e     flva2104       -3       xcku115
xcku115-flvb1760-1-c     flvb1760       -1       xcku115
xcku115-flvb1760-1-i     flvb1760       -1       xcku115
xcku115-flvb1760-1L-i    flvb1760       -1L      xcku115
xcku115-flvb1760-1LV-i   flvb1760       -1LV     xcku115
xcku115-flvb1760-2-e     flvb1760       -2       xcku115
xcku115-flvb1760-2-i     flvb1760       -2       xcku115
xcku115-flvb1760-3-e     flvb1760       -3       xcku115
xcku115-flvb2104-1-c     flvb2104       -1       xcku115
xcku115-flvb2104-1-i     flvb2104       -1       xcku115
xcku115-flvb2104-1L-i    flvb2104       -1L      xcku115
xcku115-flvb2104-1LV-i   flvb2104       -1LV     xcku115
xcku115-flvb2104-2-e     flvb2104       -2       xcku115
xcku115-flvb2104-2-i     flvb2104       -2       xcku115
xcku115-flvb2104-3-e     flvb2104       -3       xcku115
xcku115-flvd1517-1-c     flvd1517       -1       xcku115
xcku115-flvd1517-1-i     flvd1517       -1       xcku115
xcku115-flvd1517-1L-i    flvd1517       -1L      xcku115
xcku115-flvd1517-1LV-i   flvd1517       -1LV     xcku115
xcku115-flvd1517-2-e     flvd1517       -2       xcku115
xcku115-flvd1517-2-i     flvd1517       -2       xcku115
xcku115-flvd1517-3-e     flvd1517       -3       xcku115
xcku115-flvd1924-1-c     flvd1924       -1       xcku115
xcku115-flvd1924-1-i     flvd1924       -1       xcku115
xcku115-flvd1924-1L-i    flvd1924       -1L      xcku115
xcku115-flvd1924-1LV-i   flvd1924       -1LV     xcku115
xcku115-flvd1924-2-e     flvd1924       -2       xcku115
xcku115-flvd1924-2-i     flvd1924       -2       xcku115
xcku115-flvd1924-3-e     flvd1924       -3       xcku115
xcku115-flvf1924-1-c     flvf1924       -1       xcku115
xcku115-flvf1924-1-i     flvf1924       -1       xcku115
xcku115-flvf1924-1L-i    flvf1924       -1L      xcku115
xcku115-flvf1924-1LV-i   flvf1924       -1LV     xcku115
xcku115-flvf1924-2-e     flvf1924       -2       xcku115
xcku115-flvf1924-2-i     flvf1924       -2       xcku115
xcku115-flvf1924-3-e     flvf1924       -3       xcku115
xcku115_CIV-flva1517-1-c flva1517       -1       xcku115_CIV
xcku115_CIV-flva1517-1-i flva1517       -1       xcku115_CIV
xcku115_CIV-flva1517-1L-i flva1517       -1L      xcku115_CIV
xcku115_CIV-flva1517-1LV-i flva1517       -1LV     xcku115_CIV
xcku115_CIV-flva1517-2-e flva1517       -2       xcku115_CIV
xcku115_CIV-flva1517-2-i flva1517       -2       xcku115_CIV
xcku115_CIV-flva1517-3-e flva1517       -3       xcku115_CIV
xcku115_CIV-flva2104-1-c flva2104       -1       xcku115_CIV
xcku115_CIV-flva2104-1-i flva2104       -1       xcku115_CIV
xcku115_CIV-flva2104-1L-i flva2104       -1L      xcku115_CIV
xcku115_CIV-flva2104-1LV-i flva2104       -1LV     xcku115_CIV
xcku115_CIV-flva2104-2-e flva2104       -2       xcku115_CIV
xcku115_CIV-flva2104-2-i flva2104       -2       xcku115_CIV
xcku115_CIV-flva2104-3-e flva2104       -3       xcku115_CIV
xcku115_CIV-flvb1760-1-c flvb1760       -1       xcku115_CIV
xcku115_CIV-flvb1760-1-i flvb1760       -1       xcku115_CIV
xcku115_CIV-flvb1760-1L-i flvb1760       -1L      xcku115_CIV
xcku115_CIV-flvb1760-1LV-i flvb1760       -1LV     xcku115_CIV
xcku115_CIV-flvb1760-2-e flvb1760       -2       xcku115_CIV
xcku115_CIV-flvb1760-2-i flvb1760       -2       xcku115_CIV
xcku115_CIV-flvb1760-3-e flvb1760       -3       xcku115_CIV
xcku115_CIV-flvb2104-1-c flvb2104       -1       xcku115_CIV
xcku115_CIV-flvb2104-1-i flvb2104       -1       xcku115_CIV
xcku115_CIV-flvb2104-1L-i flvb2104       -1L      xcku115_CIV
xcku115_CIV-flvb2104-1LV-i flvb2104       -1LV     xcku115_CIV
xcku115_CIV-flvb2104-2-e flvb2104       -2       xcku115_CIV
xcku115_CIV-flvb2104-2-i flvb2104       -2       xcku115_CIV
xcku115_CIV-flvb2104-3-e flvb2104       -3       xcku115_CIV
xcku115_CIV-flvd1517-1-c flvd1517       -1       xcku115_CIV
xcku115_CIV-flvd1517-1-i flvd1517       -1       xcku115_CIV
xcku115_CIV-flvd1517-1L-i flvd1517       -1L      xcku115_CIV
xcku115_CIV-flvd1517-1LV-i flvd1517       -1LV     xcku115_CIV
xcku115_CIV-flvd1517-2-e flvd1517       -2       xcku115_CIV
xcku115_CIV-flvd1517-2-i flvd1517       -2       xcku115_CIV
xcku115_CIV-flvd1517-3-e flvd1517       -3       xcku115_CIV
xcku115_CIV-flvd1924-1-c flvd1924       -1       xcku115_CIV
xcku115_CIV-flvd1924-1-i flvd1924       -1       xcku115_CIV
xcku115_CIV-flvd1924-1L-i flvd1924       -1L      xcku115_CIV
xcku115_CIV-flvd1924-1LV-i flvd1924       -1LV     xcku115_CIV
xcku115_CIV-flvd1924-2-e flvd1924       -2       xcku115_CIV
xcku115_CIV-flvd1924-2-i flvd1924       -2       xcku115_CIV
xcku115_CIV-flvd1924-3-e flvd1924       -3       xcku115_CIV
xcku115_CIV-flvf1924-1-c flvf1924       -1       xcku115_CIV
xcku115_CIV-flvf1924-1-i flvf1924       -1       xcku115_CIV
xcku115_CIV-flvf1924-1L-i flvf1924       -1L      xcku115_CIV
xcku115_CIV-flvf1924-1LV-i flvf1924       -1LV     xcku115_CIV
xcku115_CIV-flvf1924-2-e flvf1924       -2       xcku115_CIV
xcku115_CIV-flvf1924-2-i flvf1924       -2       xcku115_CIV
xcku115_CIV-flvf1924-3-e flvf1924       -3       xcku115_CIV
xcku11p-ffva1156-1-e     ffva1156       -1       xcku11p
xcku11p-ffva1156-1-i     ffva1156       -1       xcku11p
xcku11p-ffva1156-1L-i    ffva1156       -1L      xcku11p
xcku11p-ffva1156-1LV-i   ffva1156       -1LV     xcku11p
xcku11p-ffva1156-2-e     ffva1156       -2       xcku11p
xcku11p-ffva1156-2-i     ffva1156       -2       xcku11p
xcku11p-ffva1156-2L-e    ffva1156       -2L      xcku11p
xcku11p-ffva1156-2LV-e   ffva1156       -2LV     xcku11p
xcku11p-ffva1156-3-e     ffva1156       -3       xcku11p
xcku11p-ffvd900-1-e      ffvd900        -1       xcku11p
xcku11p-ffvd900-1-i      ffvd900        -1       xcku11p
xcku11p-ffvd900-1L-i     ffvd900        -1L      xcku11p
xcku11p-ffvd900-1LV-i    ffvd900        -1LV     xcku11p
xcku11p-ffvd900-2-e      ffvd900        -2       xcku11p
xcku11p-ffvd900-2-i      ffvd900        -2       xcku11p
xcku11p-ffvd900-2L-e     ffvd900        -2L      xcku11p
xcku11p-ffvd900-2LV-e    ffvd900        -2LV     xcku11p
xcku11p-ffvd900-3-e      ffvd900        -3       xcku11p
xcku11p-ffve1517-1-e     ffve1517       -1       xcku11p
xcku11p-ffve1517-1-i     ffve1517       -1       xcku11p
xcku11p-ffve1517-1L-i    ffve1517       -1L      xcku11p
xcku11p-ffve1517-1LV-i   ffve1517       -1LV     xcku11p
xcku11p-ffve1517-2-e     ffve1517       -2       xcku11p
xcku11p-ffve1517-2-i     ffve1517       -2       xcku11p
xcku11p-ffve1517-2L-e    ffve1517       -2L      xcku11p
xcku11p-ffve1517-2LV-e   ffve1517       -2LV     xcku11p
xcku11p-ffve1517-3-e     ffve1517       -3       xcku11p
xcku11p_CIV-ffva1156-1-e ffva1156       -1       xcku11p_CIV
xcku11p_CIV-ffva1156-1-i ffva1156       -1       xcku11p_CIV
xcku11p_CIV-ffva1156-1L-i ffva1156       -1L      xcku11p_CIV
xcku11p_CIV-ffva1156-1LV-i ffva1156       -1LV     xcku11p_CIV
xcku11p_CIV-ffva1156-2-e ffva1156       -2       xcku11p_CIV
xcku11p_CIV-ffva1156-2-i ffva1156       -2       xcku11p_CIV
xcku11p_CIV-ffva1156-2L-e ffva1156       -2L      xcku11p_CIV
xcku11p_CIV-ffva1156-2LV-e ffva1156       -2LV     xcku11p_CIV
xcku11p_CIV-ffva1156-3-e ffva1156       -3       xcku11p_CIV
xcku11p_CIV-ffvd900-1-e  ffvd900        -1       xcku11p_CIV
xcku11p_CIV-ffvd900-1-i  ffvd900        -1       xcku11p_CIV
xcku11p_CIV-ffvd900-1L-i ffvd900        -1L      xcku11p_CIV
xcku11p_CIV-ffvd900-1LV-i ffvd900        -1LV     xcku11p_CIV
xcku11p_CIV-ffvd900-2-e  ffvd900        -2       xcku11p_CIV
xcku11p_CIV-ffvd900-2-i  ffvd900        -2       xcku11p_CIV
xcku11p_CIV-ffvd900-2L-e ffvd900        -2L      xcku11p_CIV
xcku11p_CIV-ffvd900-2LV-e ffvd900        -2LV     xcku11p_CIV
xcku11p_CIV-ffvd900-3-e  ffvd900        -3       xcku11p_CIV
xcku11p_CIV-ffve1517-1-e ffve1517       -1       xcku11p_CIV
xcku11p_CIV-ffve1517-1-i ffve1517       -1       xcku11p_CIV
xcku11p_CIV-ffve1517-1L-i ffve1517       -1L      xcku11p_CIV
xcku11p_CIV-ffve1517-1LV-i ffve1517       -1LV     xcku11p_CIV
xcku11p_CIV-ffve1517-2-e ffve1517       -2       xcku11p_CIV
xcku11p_CIV-ffve1517-2-i ffve1517       -2       xcku11p_CIV
xcku11p_CIV-ffve1517-2L-e ffve1517       -2L      xcku11p_CIV
xcku11p_CIV-ffve1517-2LV-e ffve1517       -2LV     xcku11p_CIV
xcku11p_CIV-ffve1517-3-e ffve1517       -3       xcku11p_CIV
xcku13p-ffve900-1-e      ffve900        -1       xcku13p
xcku13p-ffve900-1-i      ffve900        -1       xcku13p
xcku13p-ffve900-1L-i     ffve900        -1L      xcku13p
xcku13p-ffve900-1LV-i    ffve900        -1LV     xcku13p
xcku13p-ffve900-2-e      ffve900        -2       xcku13p
xcku13p-ffve900-2-i      ffve900        -2       xcku13p
xcku13p-ffve900-2L-e     ffve900        -2L      xcku13p
xcku13p-ffve900-2LV-e    ffve900        -2LV     xcku13p
xcku13p-ffve900-3-e      ffve900        -3       xcku13p
xcku15p-ffva1156-1-e     ffva1156       -1       xcku15p
xcku15p-ffva1156-1-i     ffva1156       -1       xcku15p
xcku15p-ffva1156-1L-i    ffva1156       -1L      xcku15p
xcku15p-ffva1156-1LV-i   ffva1156       -1LV     xcku15p
xcku15p-ffva1156-2-e     ffva1156       -2       xcku15p
xcku15p-ffva1156-2-i     ffva1156       -2       xcku15p
xcku15p-ffva1156-2L-e    ffva1156       -2L      xcku15p
xcku15p-ffva1156-2LV-e   ffva1156       -2LV     xcku15p
